,Doc. No.,G/L Account No,G/L Account Desc,Vendor No,Vendor Name,Vendor.acc.grp,Vendor.grp.description,Inv. Amount.,Doc. Date,Posting. Date,Baseline Date,Age,Outstanding Amount.,CumSum,True Outstanding
32,1003304268,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-16,380.00",08-Feb-24,10-02-2024,08-02-2024,52,-16380,-829183,-16380
33,1003304314,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-2,688.00",08-Feb-24,13-02-2024,08-02-2024,52,-2688,-831871,-2688
34,1003304315,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-4,480.00",08-Feb-24,13-02-2024,08-02-2024,52,-4480,-836351,-4480
35,1003304428,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-1,638.00",08-Feb-24,17-02-2024,08-02-2024,52,-1638,-837989,-1638
36,1003304317,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-6,552.00",12-Feb-24,13-02-2024,12-02-2024,48,-6552,-844541,-6552
37,1003304507,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-16,380.00",19-Feb-24,22-02-2024,19-02-2024,41,-16380,-860921,-16380
38,1003304667,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-49,140.00",01-Mar-24,09-03-2024,01-03-2024,30,-49140,-910061,-49140
39,1003304765,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-71,680.00",01-Mar-24,01-03-2024,01-03-2024,30,-71680,-981741,-71680
40,1003304956,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-9,828.00",01-Mar-24,14-03-2024,01-03-2024,30,-9828,-991569,-9828
41,1003304960,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-4,914.00",01-Mar-24,01-03-2024,01-03-2024,30,-4914,-996483,-4914
42,1003304962,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-16,380.00",01-Mar-24,14-03-2024,01-03-2024,30,-16380,-1012863,-16380
43,1003304963,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-8,190.00",01-Mar-24,11-03-2024,01-03-2024,30,-8190,-1021053,-8190
44,1003304644,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-15,680.00",05-Mar-24,06-03-2024,05-03-2024,26,-15680,-1036733,-15680
45,1003304809,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-32,760.00",05-Mar-24,18-03-2024,05-03-2024,26,-32760,-1069493,-32760
46,1003304957,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-11,466.00",05-Mar-24,14-03-2024,05-03-2024,26,-11466,-1080959,-11466
47,1003304958,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-16,380.00",05-Mar-24,14-03-2024,05-03-2024,26,-16380,-1097339,-16380
48,1003305002,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-1,638.00",08-Mar-24,18-03-2024,08-03-2024,23,-1638,-1098977,-1638
49,1003304964,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-20,860.00",13-Mar-24,13-03-2024,13-03-2024,18,-20860,-1119837,-20860
50,1003304955,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-14,742.00",14-Mar-24,14-03-2024,14-03-2024,17,-14742,-1134579,-14742
51,1003304969,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-42,588.00",14-Mar-24,14-03-2024,14-03-2024,17,-42588,-1177167,-42588
52,1003305027,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-4,914.00",15-Mar-24,19-03-2024,15-03-2024,16,-4914,-1182081,-4914
53,1003304799,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-8,190.00",16-Mar-24,16-03-2024,16-03-2024,15,-8190,-1190271,-8190
54,1003305028,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-9,828.00",16-Mar-24,19-03-2024,16-03-2024,15,-9828,-1200099,-9828
55,1003305029,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-4,914.00",16-Mar-24,19-03-2024,16-03-2024,15,-4914,-1205013,-4914
56,1003305030,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-8,190.00",16-Mar-24,19-03-2024,16-03-2024,15,-8190,-1213203,-8190
57,1003305094,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-19,656.00",18-Mar-24,21-03-2024,18-03-2024,13,-19656,-1232859,-19656
58,1003305099,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-16,380.00",18-Mar-24,20-03-2024,18-03-2024,13,-16380,-1249239,-16380
59,1003305005,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-8,190.00",18-Mar-24,18-03-2024,18-03-2024,13,-8190,-1257429,-8190
60,1003305116,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-8,190.00",22-Mar-24,22-03-2024,22-03-2024,9,-8190,-1265619,-8190
61,1003305109,108001,Material Vendor,15100305,MAXX HEALTHCARE,V151,MATERIAL VENDOR,"-16,380.00",27-Mar-24,27-03-2024,27-03-2024,4,-16380,-1281999,-16380
0,1000107000,108001,Material Vendor,15100307,ORTHO CLINICAL DIAGNOSTICS PRIVATE ED,V151,MATERIAL VENDOR,"3,27,748.00",31-Mar-23,31-03-2023,31-03-2023,366,327748,1577948.56,0
1,1004201351,108001,Material Vendor,15100307,ORTHO CLINICAL DIAGNOSTICS PRIVATE ED,V151,MATERIAL VENDOR,"-16,98,822.40",31-Mar-23,31-07-2023,31-03-2023,366,-1698822,-120873.44,-120873.44
2,1004201300,108001,Material Vendor,15100307,ORTHO CLINICAL DIAGNOSTICS PRIVATE ED,V151,MATERIAL VENDOR,"40,382.22",31-Mar-23,31-07-2023,31-03-2023,366,40382,-80491.44,40382
0,1003304385,108001,Material Vendor,15100308,PHARMACOMBINES,V151,MATERIAL VENDOR,"-2,46,407.00",05-Feb-24,05-02-2024,05-02-2024,55,-246407,-246407,-246407
1,1003304175,108001,Material Vendor,15100308,PHARMACOMBINES,V151,MATERIAL VENDOR,"-68,138.00",07-Feb-24,07-02-2024,07-02-2024,53,-68138,-314545,-68138
2,1003304763,108001,Material Vendor,15100308,PHARMACOMBINES,V151,MATERIAL VENDOR,"-2,02,125.00",04-Mar-24,04-03-2024,04-03-2024,27,-202125,-516670,-202125
3,1003304764,108001,Material Vendor,15100308,PHARMACOMBINES,V151,MATERIAL VENDOR,"-28,336.00",04-Mar-24,04-03-2024,04-03-2024,27,-28336,-545006,-28336
4,1003304683,108001,Material Vendor,15100308,PHARMACOMBINES,V151,MATERIAL VENDOR,-1.12,08-Mar-24,08-03-2024,08-03-2024,23,-1.12,-545007.12,-1.12
5,1003305130,108001,Material Vendor,15100308,PHARMACOMBINES,V151,MATERIAL VENDOR,"-34,265.00",22-Mar-24,22-03-2024,22-03-2024,9,-34265,-579272.12,-34265
6,1003305156,108001,Material Vendor,15100308,PHARMACOMBINES,V151,MATERIAL VENDOR,"-6,644.40",28-Mar-24,28-03-2024,28-03-2024,3,-6644,-585916.12,-6644
0,1004201378,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-62,430.00",01-Feb-22,31-07-2023,01-02-2022,789,-62430,-62430,-62430
1,1004201377,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"61,890.00",11-Nov-22,31-07-2023,11-11-2022,506,61890,-540,61890
2,1003303776,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-18,290.00",13-Jan-24,13-01-2024,13-01-2024,78,-18290,-18830,-18290
3,1003304079,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-76,877.00",01-Feb-24,02-02-2024,01-02-2024,59,-76877,-95707,-76877
4,1003304086,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-3,73,871.00",01-Feb-24,02-02-2024,01-02-2024,59,-373871,-469578,-373871
5,1003304109,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-46,197.00",06-Feb-24,07-02-2024,06-02-2024,54,-46197,-515775,-46197
6,1003304116,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-3,44,982.00",06-Feb-24,08-02-2024,06-02-2024,54,-344982,-860757,-344982
7,1003304553,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-7,316.00",22-Feb-24,23-02-2024,22-02-2024,38,-7316,-868073,-7316
8,1003304774,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-1,19,251.00",01-Mar-24,01-03-2024,01-03-2024,30,-119251,-987324,-119251
9,1003304876,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-7,30,494.00",01-Mar-24,01-03-2024,01-03-2024,30,-730494,-1717818,-730494
10,1003304753,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-1,850.00",02-Mar-24,02-03-2024,02-03-2024,29,-1850,-1719668,-1850
11,1003304642,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-7,108.00",05-Mar-24,04-03-2024,05-03-2024,26,-7108,-1726776,-7108
12,1003304664,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-57,344.00",05-Mar-24,05-03-2024,05-03-2024,26,-57344,-1784120,-57344
13,1003304908,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-86,016.00",07-Mar-24,07-03-2024,07-03-2024,24,-86016,-1870136,-86016
14,1003305077,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-2,360.00",22-Mar-24,22-03-2024,22-03-2024,9,-2360,-1872496,-2360
15,1003305120,108001,Material Vendor,15100309,PHARMALINES,V151,MATERIAL VENDOR,"-7,080.00",26-Mar-24,26-03-2024,26-03-2024,5,-7080,-1879576,-7080
0,1003304864,108001,Material Vendor,15100310,PRABHAT SURGICAL COTTON PVT. LTD.,V151,MATERIAL VENDOR,"-16,912.00",15-Mar-24,15-03-2024,15-03-2024,16,-16912,-16912,-16912
0,1003302498,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"-76,160.00",31-Oct-23,22-11-2023,31-10-2023,152,-76160,-76160,-76160
1,1003303725,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"-76,160.00",11-Dec-23,09-01-2024,11-12-2023,111,-76160,-152320,-76160
2,1003303724,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"-76,160.00",30-Dec-23,09-01-2024,30-12-2023,92,-76160,-228480,-76160
3,1003304254,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"-38,080.00",24-Jan-24,10-02-2024,24-01-2024,67,-38080,-266560,-38080
4,1003304256,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"-76,160.00",03-Feb-24,10-02-2024,03-02-2024,57,-76160,-342720,-76160
5,1003304348,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"56,784.00",15-Feb-24,15-02-2024,15-02-2024,45,56784,-285936,56784
6,1003304578,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"94,976.00",15-Feb-24,15-02-2024,15-02-2024,45,94976,-190960,94976
7,1000105434,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,0,01-Mar-24,01-03-2024,01-03-2024,30,78310,-112650,78310
8,1003304974,108001,Material Vendor,15100311,PRISM BIO MEDICALS PVT LTD,V151,MATERIAL VENDOR,"-38,080.00",01-Mar-24,14-03-2024,01-03-2024,30,-38080,-150730,-38080
0,1003304866,108001,Material Vendor,15100314,"MAHAVEER ELECTRICAL CO.,",V151,MATERIAL VENDOR,"-27,140.00",13-Mar-24,13-03-2024,13-03-2024,18,-27140,-27140,-27140
0,1003304990,108001,Material Vendor,15100315,ADVANCED PNEUMATICS PVT LTD,V151,MATERIAL VENDOR,"-43,495.00",16-Mar-24,16-03-2024,16-03-2024,15,-43495,-43495,-43495
0,1001601206,108001,Material Vendor,15100316,ALLOZEN PHARMA PRIVATE LIMITED,V151,MATERIAL VENDOR,"-2,73,003.00",31-Mar-23,31-03-2023,31-03-2023,366,-273003,-273003,-273003
1,1001601207,108001,Material Vendor,15100316,ALLOZEN PHARMA PRIVATE LIMITED,V151,MATERIAL VENDOR,"-3,12,772.00",31-Mar-23,31-03-2023,31-03-2023,366,-312772,-585775,-312772
0,1004201455,108001,Material Vendor,15100317,AMD LABS,V151,MATERIAL VENDOR,-986,01-Mar-23,31-07-2023,01-03-2023,396,-986,2372,0
1,1004201443,108001,Material Vendor,15100317,AMD LABS,V151,MATERIAL VENDOR,"-2,958.00",07-Apr-23,31-07-2023,07-04-2023,359,-2958,-586,-586
2,1001602353,108001,Material Vendor,15100317,AMD LABS,V151,MATERIAL VENDOR,"-9,744.00",05-Mar-24,05-03-2024,05-03-2024,26,-9744,-10330,-9744
3,1003305082,108001,Material Vendor,15100317,AMD LABS,V151,MATERIAL VENDOR,"-51,920.00",22-Mar-24,22-03-2024,22-03-2024,9,-51920,-62250,-51920
0,1004203131,108001,Material Vendor,15100319,CHROMACHEMIE LABORATORY PRIVATE LIM,V151,MATERIAL VENDOR,"-64,876.00",03-Sep-20,31-03-2022,03-09-2020,"1,305",-64876,-64876,-64876
1,1004203132,108001,Material Vendor,15100319,CHROMACHEMIE LABORATORY PRIVATE LIM,V151,MATERIAL VENDOR,"-52,175.00",07-Sep-20,31-03-2022,07-09-2020,"1,301",-52175,-117051,-52175
2,1004203133,108001,Material Vendor,15100319,CHROMACHEMIE LABORATORY PRIVATE LIM,V151,MATERIAL VENDOR,"-11,536.00",01-May-21,31-03-2022,01-05-2021,"1,065",-11536,-128587,-11536
3,1004203134,108001,Material Vendor,15100319,CHROMACHEMIE LABORATORY PRIVATE LIM,V151,MATERIAL VENDOR,"-1,45,213.00",12-May-21,31-03-2022,12-05-2021,"1,054",-145213,-273800,-145213
0,1004203644,108001,Material Vendor,15100320,CHROMOGENE BIOTECH PRIVATE LIMITED,V151,MATERIAL VENDOR,"-41,440.00",28-May-20,31-03-2022,28-05-2020,"1,403",-41440,-41440,-41440
0,1003304773,108001,Material Vendor,15100322,DPPL HEALTHCARE,V151,MATERIAL VENDOR,"-15,411.44",01-Mar-24,01-03-2024,01-03-2024,30,-15411,-15411,-15411
1,1003304885,108001,Material Vendor,15100322,DPPL HEALTHCARE,V151,MATERIAL VENDOR,"-1,19,132.83",01-Mar-24,01-03-2024,01-03-2024,30,-119133,-134544,-119133
0,1001702629,227001,Adv to Material Vendor,15100323,FLEX TECH,V151,MATERIAL VENDOR,0,07-Feb-24,07-02-2024,07-02-2024,53,163500,163500,163500
1,1003304605,108001,Material Vendor,15100323,FLEX TECH,V151,MATERIAL VENDOR,"-9,343.24",27-Feb-24,27-02-2024,27-02-2024,33,-9343,154157,-9343
0,1003300803,108001,Material Vendor,15100325,GENETIX BIOTECH ASIA PVT LTD,V151,MATERIAL VENDOR,"-41,807.88",28-Jul-22,28-07-2022,28-07-2022,612,-41808,-41808,-41808
0,1004201461,108001,Material Vendor,15100328,GREEN CITY OFFICE NEEDS,V151,MATERIAL VENDOR,"-7,000.35",31-Mar-21,31-07-2023,31-03-2021,"1,096",-7000,-7000,-7000
0,1004203205,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-27,300.00",04-Feb-22,31-03-2022,04-02-2022,786,-27300,-27300,-27300
1,1004203206,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-16,802.00",04-Feb-22,31-03-2022,04-02-2022,786,-16802,-44102,-16802
2,1004203207,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-1,19,775.00",05-Feb-22,31-03-2022,05-02-2022,785,-119775,-163877,-119775
3,1004203210,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-27,122.00",16-Feb-22,31-03-2022,16-02-2022,774,-27122,-190999,-27122
4,1004203211,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-22,050.00",01-Mar-22,31-03-2022,01-03-2022,761,-22050,-213049,-22050
5,1004203213,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-6,19,592.00",02-Mar-22,31-03-2022,02-03-2022,760,-619592,-832641,-619592
6,1001601019,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-11,719.00",01-Apr-22,01-04-2022,01-04-2022,730,-11719,-844360,-11719
7,1001600567,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-9,12,355.00",01-Apr-22,01-04-2022,01-04-2022,730,-912355,-1756715,-912355
8,1001600568,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-4,27,408.00",01-Apr-22,01-04-2022,01-04-2022,730,-427408,-2184123,-427408
9,1003300430,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-1,15,606.00",05-Apr-22,01-06-2022,05-04-2022,726,-115606,-2299729,-115606
10,1003300217,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-86,626.00",05-Apr-22,05-04-2022,05-04-2022,726,-86626,-2386355,-86626
11,1003300239,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-32,760.00",05-Apr-22,01-05-2022,01-05-2022,726,-32760,-2419115,-32760
12,1003300054,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-10,502.00",07-Apr-22,07-04-2022,07-04-2022,724,-10502,-2429617,-10502
13,1003300055,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,-2.36,07-Apr-22,07-04-2022,07-04-2022,724,-2.36,-2429619.36,-2.36
14,1003300272,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-1,11,301.00",07-Apr-22,01-05-2022,01-05-2022,724,-111301,-2540920.36,-111301
15,1003300052,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,-2.24,08-Apr-22,08-04-2022,08-04-2022,723,-2.24,-2540922.6,-2.24
16,1003300053,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-8,190.00",08-Apr-22,08-04-2022,08-04-2022,723,-8190,-2549112.6,-8190
17,1003300264,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-1,93,007.00",08-Apr-22,01-05-2022,01-05-2022,723,-193007,-2742119.6,-193007
18,1003300044,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-12,920.00",12-Apr-22,12-04-2022,12-04-2022,719,-12920,-2755039.6,-12920
19,1003300213,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-30,684.00",14-Apr-22,14-04-2022,14-04-2022,717,-30684,-2785723.6,-30684
20,1003300216,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-9,041.00",16-Apr-22,16-04-2022,16-04-2022,715,-9041,-2794764.6,-9041
21,1003300222,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-60,900.00",21-Apr-22,21-04-2022,21-04-2022,710,-60900,-2855664.6,-60900
22,1003300266,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-47,565.00",25-Apr-22,01-05-2022,01-05-2022,706,-47565,-2903229.6,-47565
23,1003300215,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-89,250.00",27-Apr-22,27-04-2022,27-04-2022,704,-89250,-2992479.6,-89250
24,1003300214,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-4,520.26",29-Apr-22,29-04-2022,29-04-2022,702,-4520,-2996999.6,-4520
25,1001700373,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,0,30-Apr-22,30-04-2022,30-04-2022,701,971408,-2025591.6,971408
26,1003302043,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-2,78,513.00",02-May-22,20-03-2023,02-05-2022,699,-278513,-2304104.6,-278513
27,1003300131,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-10,500.00",03-May-22,03-05-2022,03-05-2022,698,-10500,-2314604.6,-10500
28,1003300293,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-3,55,787.00",05-May-22,01-06-2022,01-06-2022,696,-355787,-2670391.6,-355787
29,1003300087,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-8,400.00",05-May-22,05-05-2022,05-05-2022,696,-8400,-2678791.6,-8400
30,1003300182,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-13,657.00",05-May-22,05-05-2022,05-05-2022,696,-13657,-2692448.6,-13657
31,1003300308,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-2,69,755.00",06-May-22,30-04-2023,22-04-2022,695,-269755,-2962203.6,-269755
32,1003302362,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,0,06-May-22,30-03-2023,06-05-2022,695,0,-2962203.6,0
33,1003300102,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-1,02,587.00",14-May-22,14-05-2022,14-05-2022,687,-102587,-3064790.6,-102587
34,1003300191,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,-3.36,20-May-22,20-05-2022,20-05-2022,681,-3.36,-3064793.96,-3.36
35,1003300296,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-83,586.00",23-May-22,01-06-2022,01-06-2022,678,-83586,-3148379.96,-83586
36,1003300187,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-13,650.00",27-May-22,27-05-2022,27-05-2022,674,-13650,-3162029.96,-13650
37,1003300423,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-2,26,537.00",02-Jun-22,02-06-2022,02-06-2022,668,-226537,-3388566.96,-226537
38,1003300312,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,-7,03-Jun-22,03-06-2022,03-06-2022,667,-7,-3388573.96,-7
39,1003300800,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-5,43,606.00",04-Jun-22,01-07-2022,01-07-2022,666,-543606,-3932179.96,-543606
40,1003302063,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-3,17,107.00",09-Jun-22,23-03-2023,09-06-2022,661,-317107,-4249286.96,-317107
41,1003300308,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-10,080.00",11-Jun-22,11-06-2022,11-06-2022,659,-10080,-4259366.96,-10080
42,1003300390,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-34,232.00",11-Jun-22,11-06-2022,11-06-2022,659,-34232,-4293598.96,-34232
43,1003300384,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-33,810.00",20-Jun-22,20-06-2022,20-06-2022,650,-33810,-4327408.96,-33810
44,1003300383,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-8,190.00",25-Jun-22,01-06-2022,01-06-2022,645,-8190,-4335598.96,-8190
45,1003300448,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-10,500.00",25-Jun-22,25-06-2022,25-06-2022,645,-10500,-4346098.96,-10500
46,1003300530,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-27,128.00",04-Jul-22,04-07-2022,04-07-2022,636,-27128,-4373226.96,-27128
47,1003300720,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-8,400.00",06-Jul-22,06-07-2022,06-07-2022,634,-8400,-4381626.96,-8400
48,1003300554,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-91,673.00",06-Jul-22,06-07-2022,06-07-2022,634,-91673,-4473299.96,-91673
49,1003301271,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-2,73,011.00",07-Jul-22,01-10-2022,07-07-2022,633,-273011,-4746310.96,-273011
50,1003300529,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,-2.36,11-Jul-22,11-07-2022,11-07-2022,629,-2.36,-4746313.32,-2.36
51,1003300557,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-54,813.00",11-Jul-22,11-07-2022,11-07-2022,629,-54813,-4801126.32,-54813
52,1003302375,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-97,650.00",13-Jul-22,31-03-2023,13-07-2022,627,-97650,-4898776.32,-97650
53,1003301260,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-16,800.00",13-Jul-22,01-10-2022,13-07-2022,627,-16800,-4915576.32,-16800
54,1003301261,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-18,901.00",13-Jul-22,01-10-2022,13-07-2022,627,-18901,-4934477.32,-18901
55,1003300556,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-1,06,051.00",13-Jul-22,13-07-2022,13-07-2022,627,-106051,-5040528.32,-106051
56,1001700481,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,0,16-Jul-22,16-07-2022,16-07-2022,624,885865,-4154663.32,885865
57,1003300555,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-52,500.00",19-Jul-22,19-07-2022,19-07-2022,621,-52500,-4207163.32,-52500
58,1003300736,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-13,561.00",22-Jul-22,22-07-2022,22-07-2022,618,-13561,-4220724.32,-13561
59,1003300763,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-4,520.00",26-Jul-22,26-07-2022,26-07-2022,614,-4520,-4225244.32,-4520
60,1003300806,108001,Material Vendor,15100329,INSPIRE GENE,V151,MATERIAL VENDOR,"-12,180.00",26-Jul-22,26-07-2022,26-07-2022,614,-12180,-4237424.32,-12180
